Type-Activité;Activité;Nom de l'établissement;Adresse de l'établissement;Code postal;Commune;Code insee;Latitude;Longitude;localisation;Adresse mail;Tél;Site Web;Complément_1;Complément_2
Patrimoine culturel;Architecture;Ferme, 36 route du Bouzaire;;44350;GUERANDE;44069;47.366753951463444;-2.381602845311876;47.366753951463444, -2.381602845311876;;;;4e quart 18e siècle;"Ferme construite visiblement en deux temps comme en témoigne le ""coup de sabre"" en façade. La partie est porte la date 1798 gravée sur le linteau de la porte. La partie ouest a peut-être été reconstruite en 1875 comme le mentionne le registre des augmentations-diminutions."
Patrimoine culturel;Architecture;Ferme, 5 route de la Gruche;;44350;GUERANDE;44069;47.36674196574003;-2.3832947593055325;47.36674196574003, -2.3832947593055325;;;;2e quart 18e siècle;Ferme construite en 1839 d'après le registre des augmentations-diminutions.
Patrimoine culturel;Architecture;Ferme, 5 rue de la Fontaine;;44350;GUERANDE;44069;47.29757897228919;-2.4139201179980074;47.29757897228919, -2.4139201179980074;;;;Temps modernes;Ferme dont la construction est antérieure à 1819. Très remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, 51 route du Bouzaire;;44350;GUERANDE;44069;47.3684532705794;-2.383994016034574;47.3684532705794, -2.383994016034574;;;;limite 19e siècle 20e siècle;Ferme construite probablement à l'extrême fin du XIXe siècle ou au tout début du XXe siècle, remaniée à la fin du XXe siècle.
Patrimoine culturel;Architecture;Ferme, 62 route du Bouzaire;;44350;GUERANDE;44069;47.36896295745497;-2.3839163504483785;47.36896295745497, -2.3839163504483785;;;;1er quart 20e siècle;Ferme construite probablement dans le premier quart du XXe siècle, largement remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, 69 rue des Pradeleaux;;44350;GUERANDE;44069;47.336139231061495;-2.3726075787110115;47.336139231061495, -2.3726075787110115;;;;Temps modernes;Ancienne ferme reconstruite à la fin du XIXe siècle ou au tout début du XXe siècle sur une rangée d'habitations signalée sur le cadastre de 1819. La partie ouest est sans doute la plus ancienne. La partie est a été très remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, 7 impasse de la Prée;;44350;GUERANDE;44069;47.35146869824997;-2.3380824476465247;47.35146869824997, -2.3380824476465247;;;;limite 19e siècle 20e siècle;Ferme construite probablement à la limite des XIXe et XXe siècles (après 1894). Elle ne figure pas sur le registre des augmentations-diminutions.
Patrimoine culturel;Architecture;Ferme, Bézans, 1er ensemble;;44350;GUERANDE;44069;47.31309463975836;-2.3922745702685844;47.31309463975836, -2.3922745702685844;;;;2e quart 19e siècle;Le logis sud a été construit en 1849 d'après les matrices cadastrales. Le logis faisant retour à l'ouest date probablement du milieu du XXe siècle.
Patrimoine culturel;Architecture;Ferme, Bouzeray, 1er ensemble;;44350;GUERANDE;44069;47.36364267355682;-2.397213919447612;47.36364267355682, -2.397213919447612;;;;3e quart 19e siècle;Ferme construite en 1870 d'après le registre des augmentations-diminutions (1819 B1 333). Elle a été remaniée à la fin du XXe siècle.
Patrimoine culturel;Architecture;Ferme, Brézéan, 2e ensemble;;44350;GUERANDE;44069;47.359483128198505;-2.452065176182719;47.359483128198505, -2.452065176182719;;;;18e siècle;Ancienne ferme dont le gros-œuvre est peut-être antérieur à 1819, remaniée au XXe siècle. Elle a été équipée, probablement dans le courant du XIXe siècle, d'un four à pain sur le pignon est. La remise figure sur le cadastre ancien.
Patrimoine culturel;Architecture;Ferme, Brézéan, 6e ensemble;;44350;GUERANDE;44069;47.35872929671505;-2.449878417303564;47.35872929671505, -2.449878417303564;;;;4e quart 19e siècle;Ferme construite ex-nihilo en 1885, largement remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, Cannevé, 1er ensemble, Guérande;;44350;GUERANDE;44069;47.316417971736385;-2.375932467903124;47.316417971736385, -2.375932467903124;;;;17e siècle;Ferme construite ex-nihilo probablement aux limites des XIXe et XXe siècles (après 1894 ?). Sa construction n'est pas signalée dans le registre des augmentations- diminutions. L'ancienne ferme, à l'ouest, datant peut-être du XVIIe siècle a été transformée en étable puis augmentée d'une remise.
Patrimoine culturel;Architecture;Ferme, Cogéa, 1er ensemble;;44350;GUERANDE;44069;47.34504553030059;-2.3517136228504447;47.34504553030059, -2.3517136228504447;;;;4e quart 19e siècle;Ferme construite ex-nihilo en 1883 d'après le registre des augmentations-diminutions, puis augmentée vers l'est.
Patrimoine culturel;Architecture;Ferme, Cogéa, 3e ensemble;;44350;GUERANDE;44069;47.34395302552673;-2.3522769530242242;47.34395302552673, -2.3522769530242242;;;;4e quart 19e siècle;Ferme construite en 1876 d'après le registre des augmentations-diminutions, remaniée au XXe siècle. La remise date des années 1940, elle a été construite par le grand-père du propriétaire actuel, couvreur (voir dossier).
Patrimoine culturel;Architecture;Ferme, dite métairie de Kerpiraud, 1er ensemble;;44350;GUERANDE;44069;47.32703449691085;-2.3697687127640186;47.32703449691085, -2.3697687127640186;;;;18e siècle;Ancienne métairie constituée probablement dans le courant du XVIIIe siècle. Elle n'est pas citée dans le registre de la capitation en 1720 mais elle apparaît sur le plan des Côtes de Bretagne levé vers 1785. L'ancienne ferme a été très remaniée dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Ferme, dite métairie de la Fougère;;44350;GUERANDE;44069;47.343211636654814;-2.3804321079279878;47.343211636654814, -2.3804321079279878;;;;milieu 18e siècle;Métairie construite dans le courant du XVIIIe siècle. Elle n'est pas mentionnée dans les registres de la capitation en 1720 mais elle figure sur le plan des Côtes de Bretagne levé vers 1785. Elle a été très remaniée au XIXe siècle et au XXe siècle.
Patrimoine culturel;Architecture;Ferme, Domhéry, 1er ensemble;;44350;GUERANDE;44069;47.35986124638938;-2.4334937886637955;47.35986124638938, -2.4334937886637955;;;;4e quart 19e siècle;Maison construite ex-nihilo en 1889 d'après les matrices cadastrales.
Patrimoine culturel;Architecture;Ferme, Grand-Poissevin, 1er ensemble;;44350;GUERANDE;44069;47.34761063431207;-2.40153372649621;47.34761063431207, -2.40153372649621;;;;3e quart 19e siècle;Ferme construite en 1866 d'après le registre des augmentations-diminutions. Elle a été remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, Kergourdin, 3e ensemble;;44350;GUERANDE;44069;47.34212214549259;-2.359714730798947;47.34212214549259, -2.359714730798947;;;;3e quart 19e siècle;Ferme reconstruite en 1869 sur un bâtiment plus ancien, d'après le registre des augmentations-diminutions. La grange est postérieure à 1819.
Patrimoine culturel;Architecture;Ferme, Kerhas, 3e ensemble;;44350;GUERANDE;44069;47.36256175970331;-2.391474606816108;47.36256175970331, -2.391474606816108;;;;4e quart 18e siècle;Ferme construite en 1884 d'après le registre des augmentations-diminutions, remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, Kerhuet, 1er ensemble;;44350;GUERANDE;44069;47.32805594841913;-2.383824217874874;47.32805594841913, -2.383824217874874;;;;3e quart 19e siècle;Ferme reconstruite en 1874 d'après le registre des augmentations-diminutions sur une ancienne rangée de maisons signalée sur le cadastre de 1819. Remaniée récemment.
Patrimoine culturel;Architecture;Ferme, Kerhuet, 2e ensemble;;44350;GUERANDE;44069;47.32823325944889;-2.3840496949737533;47.32823325944889, -2.3840496949737533;;;;3e quart 19e siècle;Ferme reconstruite en 1874 d'après le registre des augmentations-diminutions sur un bâtiment plus ancien signalé sur le cadastre de 1819. Remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, Kerhuet, 3e ensemble;;44350;GUERANDE;44069;47.32850738306014;-2.384110995167441;47.32850738306014, -2.384110995167441;;;;3e quart 19e siècle;Ferme reconstruite en 1874 d'après le registre des augmentations-diminutions, sur un bâtiment plus ancien signalé sur le cadastre de 1819. Remaniée au XXe siècle.
Patrimoine culturel;Architecture;Ferme, Kerlany, 2e ensemble;;44350;GUERANDE;44069;47.32539186798401;-2.3805114654001525;47.32539186798401, -2.3805114654001525;;;;limite 19e siècle 20e siècle;Ferme construite visiblement aux alentours des années 1900. Elle ne figure pas dans le registre des augmentations-diminutions et est donc probablement postérieure à 1894.
Patrimoine culturel;Architecture;Ferme, Kerlany, 3e ensemble;;44350;GUERANDE;44069;47.324814872874306;-2.379009650328794;47.324814872874306, -2.379009650328794;;;;limite 19e siècle 20e siècle;Ferme construite à la fin du XIXe siècle ou au tout début du siècle suivant.
