Nom de l'offre touristique;Type de l'offre;Adresse partie 2;Code postal;Nom de la commune;Code Insee de la Commune;Latitude;Longitude;localisation;email;N° de téléphone mobile;Url du site web;information 1;information 2
Appartement 4 personnes - M. et  Mme Huguet;Meublés;Appartement 202 Résidence Les Tamaris;44740;BATZ-SUR-MER;44010;47.27916;-2.48581;47.27916, -2.48581;;06 30 70 19 16;;Appartement Animal non accepté  Piscine;Parking,Plain Pied,Terrain clos,Terrasse / Balcon,Toilettes séparées Lave linge  
Ferme Lait Prés Verts - Chambres d'hôtes;Chambres d'hôtes;Cannevé;44350;GUERANDE;44069;47.31599;-2.37337;47.31599, -2.37337;;06 24 85 67 27;https://fermelaitpresverts.fr/;Maison Animal non accepté  WiFi;Parking,Sanitaires privés,Terrasse / Balcon Equipement bébé  Tables d'hôtes
GITE AMOUR CHAIS DE L'EPINAY;Meublés;Chais de l'Epinay;44140;LE BIGNON;44014;47.10975;-1.52314;47.10975, -1.52314;;;https://www.locationsalle44.com; Animal admis  Parc/jardin,WiFi;Entrée indépendante,Parking,Sanitaires privés,Toilettes séparées Micro ondes Non classé 
CAMPETOILE - CAMPING DE L'ÎLE MOUCHET;Locatif sur camping;Impasse de l'Île Mouchet;44150;ANCENIS-SAINT-GEREON;44003;47.3617233;-1.1870232;47.3617233, -1.1870232;;;https://www.camping-estivance.com/;Hébergement léger pour l'itinérance   Piscine,WiFi;  3 étoiles Location de draps
CHAMBRES D'HÔTES LA LONGÈRE DE LA CHEVALLERAIS;Chambres d'hôtes;La Baluère;44810;LA CHEVALLERAIS;44221;47.4826001;-1.6721495;47.4826001, -1.6721495;;06 71 26 13 16;https://www.la-longere-de-la-chevallerais.com/;Maison Animal non accepté  Borne de recharge pour véhicules électriques,Espace bien-être,Parc/jardin,WiFi;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés  Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit),Tables d'hôtes
Le Gîte du Lièvre;Meublés;La Bruère;44540;VALLONS-DE-L'ERDRE;44180;47.547291;-1.25452;47.547291, -1.25452;;;https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-saint-sulpice-des-landes-le-gite-du-lievre-h44g012123;Maison Animal non accepté  Piscine,Piscine couverte;Jardin indépendant,Parking,Terrasse / Balcon Equipement bébé,Lave linge,Lave vaisselle,Micro ondes  Fourniture de draps (gratuit),Location de linge
Les Châtelets;Meublés;La Bréchotière;44210;PORNIC;44131;47.140648;-2.109733;47.140648, -2.109733;;;https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-pornic-les-chatelets-h44g011923; Animal non accepté  WiFi;Jardin indépendant,Terrain clos,Terrasse / Balcon Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes  Location de draps,Location de linge
LA MAILLÈRE -GITE BLACK PEARL;Meublés;La Maillère;44240;SUCE-SUR-ERDRE;44201;47.3470079;-1.5599792;47.3470079, -1.5599792;;;http://gites-la-maillere.over-blog.com;Maison Animal non accepté  Parc/jardin,WiFi;Entrée indépendante,Parking,Terrasse / Balcon,Toilettes séparées Cheminée,Lave vaisselle Non classé Location de draps,Location de linge,Option nettoyage
GÎTE LE REFUGE;Meublés;le bas de la vigne;44810;HERIC;44073;47.3926011;-1.6569585;47.3926011, -1.6569585;;06 49 36 60 85;https://www.lesechappeesromantiques.fr/gite-sauna-balneo-nantes/;Maison Animal non accepté  Espace bien-être,Parc/jardin;Entrée indépendante,Jardin indépendant,Parking,Terrain clos,Terrasse / Balcon,Toilettes séparées Cheminée,Micro ondes  Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)
LE CHÊNE BLANC;Meublés;Le chene blanc;44630;PLESSE;44128;47.5650014;-1.8890524;47.5650014, -1.8890524;;06 30 32 56 17;www.gite-du-chene-blanc.fr; Animal non accepté  ;Parking,Terrasse / Balcon Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 3 étoiles Location de draps,Option nettoyage
GITE DOMAINE HENRI POIRON ET FILS;Meublés;Les Quatres Routes;44690;MAISDON-SUR-SEVRE;44088;47.1191095;-1.364334;47.1191095, -1.364334;;;www.domainehenripoiron.com;Appartement Animal non accepté  ;Entrée indépendante,Parking,Sanitaires privés,Toilettes séparées Micro ondes Non classé Fourniture de draps (gratuit)
GÎTE DE LA MARZELLE;Meublés;Lieu-dit La Marzelle;44540;VALLONS-DE-L'ERDRE;44180;47.555995;-1.20796;47.555995, -1.20796;;06 36 85 81 69;;Maison   Piscine;Entrée indépendante,Jardin indépendant   Fourniture de linge (gratuit)
GÎTE VILLA VILLENEUVE;Meublés;Lieu-dit Villeneuve;44520;GRAND-AUVERNE;44065;47.56659;-1.30281;47.56659, -1.30281;;06 21 72 05 41;https://villavilleneuve.mystrikingly.com;   Piscine;Entrée indépendante   
LE RADEAU DE ROBINSON;Hébergement insolite;;44570;TRIGNAC;44210;47.3220838;-2.1966068;47.3220838, -2.1966068;;;https://63ac05a191967.site123.me/nos-h%C3%A9bergements/le-radeau-de-robinson;Bateau habitable Animal admis  ;Parking,Sanitaires privés Cheminée Non classé Location de draps
GITE IMPERIAL MANOIR DU PERRAY;Meublés;Le Perray;44850;SAINT-MARS-DU-DESERT;44179;47.3349786;-1.4607938;47.3349786, -1.4607938;;06 75 91 00 32;http://www.chambres-hotes-locations-nantes.com;Châteaux et demeures de prestige   Parc/jardin,Piscine,WiFi;Entrée indépendante,Parking,Sanitaires privés,Terrain clos Lave vaisselle Non classé Fourniture de draps (gratuit)
GITE ROYAL MANOIR DU PERRAY;Meublés;Le Perray;44850;SAINT-MARS-DU-DESERT;44179;47.3352471;-1.4608681;47.3352471, -1.4608681;;;http://www.chambres-hotes-locations-nantes.com;Châteaux et demeures de prestige   Parc/jardin,Piscine,WiFi;Entrée indépendante,Parking,Sanitaires privés,Terrain clos Lave vaisselle Non classé Fourniture de draps (gratuit)
CHAMBRE D'HOTES LES RONDERAIS;Chambres d'hôtes;;44440;JOUE-SUR-ERDRE;44077;47.5216666;-1.4025;47.5216666, -1.4025;;;http://www.lesronderais44.com/;Maison Animal non accepté  Parc/jardin,Piscine couverte;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Terrasse / Balcon,Toilettes séparées Equipement bébé,Micro ondes Non classé Fourniture de draps (gratuit)
GITE LE MOULIN DE BESSON;Meublés;;44310;SAINT-COLOMBAN;44155;47.03113;-1.58628;47.03113, -1.58628;;;;Maison   Parc/jardin,WiFi;Jardin indépendant,Parking,Sanitaires privés,Terrain clos,Toilettes séparées Lave linge,Lave vaisselle,Micro ondes Non classé 
CHAMBRE INSOLITE TONNEAU DOMAINE DES 3 VERSANTS;Hébergement insolite;205 Lieu-dit La Févrie;44690;MAISDON-SUR-SEVRE;44088;47.1425908;-1.3822434;47.1425908, -1.3822434;;06 82 83 81 63;http://www.domaine3versants.fr;Chalet Animal non accepté  Parc/jardin,Plan d'eau,WiFi;Entrée indépendante,Jardin indépendant,Parking,Plain Pied,Sanitaires privés,Terrasse / Balcon Equipement bébé Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit)
LA COLOMBINE;Meublés;;44310;SAINT-PHILBERT-DE-GRAND-LIEU;44188;47.06042;-1.64153;47.06042, -1.64153;;;;Maison   ;Entrée indépendante,Jardin indépendant,Parking,Plain Pied,Sanitaires privés,Terrain clos,Toilettes séparées Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes Non classé 
APPARTEMENT MEUBLÉ T2 DE MONSIEUR BASTET N°1;Meublés;22 rue de la Trinité;44600;SAINT-NAZAIRE;44184;47.2720415;-2.2140626;47.2720415, -2.2140626;;;;Appartement Animal non accepté  WiFi;Entrée indépendante,Local vélo,Plain Pied,Sanitaires privés Lave linge,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage
LE TRAICT 1900 - APPARTEMENT T2 - 3 PERSONNES - LE CROISIC;Meublés;62 rue du Traict;44490;LE CROISIC;44049;47.2913824;-2.5085697;47.2913824, -2.5085697;;;http://https://www.lgca-locations.com/le-croisic-le-traict-1900-pxl-28_35_87.html;Appartement Animal non accepté  ; Equipement bébé,Lave linge,Lave vaisselle,Micro ondes Non classé 
CHAMBRES D'HOTES CLISSON COEUR;Chambres d'hôtes;12 rue Jean Prigent;44190;CLISSON;44043;47.0851;-1.2811;47.0851, -1.2811;;;https://airbnb.com/h/chambres-d-hotes-clisson-coeur;Maison Animal non accepté  Parc/jardin,WiFi;Jardin indépendant,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées   Fourniture de draps (gratuit),Fourniture de linge (gratuit)
CHAMBRE D'HOTES LA DEMEURE BOUSSIRONNE;Chambres d'hôtes;38 rue Charles de Gaulle;44190;BOUSSAY;44022;47.0504438;-1.1847361;47.0504438, -1.1847361;;06 23 48 47 65;http://www.lademeureboussironne.com;Maison Animal non accepté  Parc/jardin,Plan d'eau,WiFi;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Terrain clos,Toilettes séparées Equipement bébé,Lave linge,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes
MEUBLÉ DE MONSIEUR SIMONET;Meublés;4 rue François Voltaire;44600;SAINT-NAZAIRE;44184;47.26714;-2.23607;47.26714, -2.23607;;;;Appartement,Maison Animal non accepté  WiFi;Entrée indépendante,Parking Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage,Tables d'hôtes
VILLAGE DE GITES DU MOULIN NEUF;Meublés;10 rue la Libauderie;44190;GETIGNE;44063;47.0799317;-1.2615711;47.0799317, -1.2615711;;06 78 70 33 58;http://www.gites-moulinneuf-44.fr/;Appartement,Maison Animal non accepté  Parc/jardin,Plan d'eau,WiFi;Entrée indépendante,Local vélo,Parking,Sanitaires privés,Terrasse / Balcon Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes Non classé Fourniture de draps (gratuit),Option nettoyage
LA DEPENDANCE DES VENDANGEURS;Meublés;222 Rue des Caves;44330;MOUZILLON;44108;47.13129;-1.29633;47.13129, -1.29633;;;https://www.muscadet-forgeau.com/;Appartement   WiFi;Entrée indépendante,Parking,Sanitaires privés,Toilettes séparées Equipement bébé,Lave linge,Micro ondes Non classé Fourniture de draps (gratuit),Option nettoyage
GITE A LA BONNE ADRESSE;Meublés;130 Rue de la Corderie;44150;ANCENIS-SAINT-GEREON;44003;47.36998;-1.17747;47.36998, -1.17747;;;;Maison Animal admis  Parc/jardin,WiFi;Jardin indépendant,Toilettes séparées Lave linge,Lave vaisselle,Micro ondes 2 étoiles 
BULLE DE DOUCEUR;Meublés;;44540;VALLONS-DE-L'ERDRE;44180;47.5245;-1.18061;47.5245, -1.18061;;33756820406;; Animal admis  ;   
GITE NEW-YORK CHAIS DE L'EPINAY;Meublés;Chais de l'Epinay;44140;LE BIGNON;44014;47.10975;-1.52314;47.10975, -1.52314;;;https://www.locationsalle44.com;Maison Animal admis  Parc/jardin,WiFi;Entrée indépendante,Parking,Terrasse / Balcon,Toilettes séparées Equipement bébé,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage
GITE DU CELLIER NANTAIS;Meublés;27 Rue Notre-Dame;44850;LE CELLIER;44028;47.31893;-1.34851;47.31893, -1.34851;;;;Appartement Animal non accepté  Borne de recharge pour véhicules électriques,WiFi;Parking,Plain Pied,Sanitaires privés,Terrasse / Balcon Lave linge,Micro ondes Non classé Fourniture de draps (gratuit)
TIPI AMÉNAGÉ - FERME DES RANGS D'OIGNONS;Hébergement insolite;22 Allée de Clermont;44850;LE CELLIER;44028;47.329081;-1.345148;47.329081, -1.345148;;610669550;;Tipi Animal admis  ;Local vélo  Non classé Location de draps,Location de linge
GÎTE DU MOULIN;Meublés;Rue des Ecoles;44260;LA CHAPELLE-LAUNAY;44033;47.3711003;-1.9705177;47.3711003, -1.9705177;;;;Maison Animal admis  WiFi;Entrée indépendante,Parking,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Equipement bébé,Lave linge,Micro ondes Non classé 
DOMAINE DU CHALONGE GÎTE ARAUCARIA;Meublés;Le domaine du Chalonge;44810;HERIC;44073;47.4014961;-1.5859338;47.4014961, -1.5859338;;;http://www.lechalonge.com;Maison   Parc/jardin,Plan d'eau,Tennis,WiFi;Jardin indépendant,Parking,Terrain clos,Terrasse / Balcon Cheminée,Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes Non classé Fourniture de draps (gratuit)
GITE TRAMONTANE / GITE ET NATURE;Meublés;La Fontaine des Coteaux;44190;BOUSSAY;44022;47.04203;-1.191299;47.04203, -1.191299;;33671697962;;Maison Animal admis  Piscine,WiFi;Terrasse / Balcon Lave vaisselle,Micro ondes  Fourniture de draps (gratuit),Nettoyage (gratuit)
STUDIO VIGIER;Meublés;14 avenue François Peltier;44400;REZE;44143;47.191089;-1.5448;47.191089, -1.5448;;;http://www.residspa.com;Appartement Animal admis  Espace bien-être,Parc/jardin,Piscine,Piscine couverte,WiFi;Entrée indépendante,Jardin indépendant,Parking,Plain Pied,Sanitaires privés,Terrain clos,Terrasse / Balcon Lave linge,Sèche linge,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit)
Bouzeray;Meublés;8 Chemin du Pont des Marchands;44350;GUERANDE;44069;47.365097;-2.397438;47.365097, -2.397438;;33603292029;;Maison Animal non accepté  WiFi;Jardin indépendant,Parking,Terrasse / Balcon Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes  Location de draps,Location de linge
GITE CAMPAGNE;Meublés;La Marionnière;44860;PONT-SAINT-MARTIN;44130;47.13464;-1.5882;47.13464, -1.5882;;;https://www.marionniere.fr;Maison Animal admis  Parc/jardin,Piscine,WiFi;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Terrain clos,Terrasse / Balcon Cheminée,Lave linge,Lave vaisselle,Micro ondes Non classé Fourniture de draps (gratuit)
M. JEAN CLAUDE HALGAND;Chambres d'hôtes;17 rue des Trélonnées;44410;LA CHAPELLE-DES-MARAIS;44030;47.4484767;-2.2367273;47.4484767, -2.2367273;;06 84 91 29 84;http://brierehotes.free.fr; Animal admis  WiFi;Entrée indépendante,Terrasse / Balcon Cheminée Non classé Fourniture de draps (gratuit)
Une Escale à Pornic;Chambres d'hôtes;2 bis rue des Alisiers;44210;PORNIC;44131;47.13414;-2.113814;47.13414, -2.113814;;33637122529;https://www.escale-a-pornic.com;Maison Animal non accepté  Piscine;Parking,Terrasse / Balcon Micro ondes  Location/prêt de vélo
GITE LAURE ET SA TERRASSE;Meublés;La Grande Menuère;44370;LOIREAUXENCE;44213;47.396412;-1.024799;47.396412, -1.024799;;672182603;;Appartement,Maison Animal non accepté  Climatisation,Parc/jardin,WiFi;Entrée indépendante,Garage,Jardin indépendant,Local vélo,Parking,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage
GÎTE LE PATIS ROUX;Meublés;Le Pâtis Roux;44390;NORT-SUR-ERDRE;44110;47.4794576;-1.5172313;47.4794576, -1.5172313;;06 63 28 85 14;;   Piscine,WiFi;Jardin indépendant,Terrasse / Balcon Cheminée  Fourniture de draps (gratuit)
ALBATROS - PAMPLEMOUSSE;Meublés;46 Allée des Albatros;44600;SAINT-NAZAIRE;44184;47.25901;-2.24421;47.25901, -2.24421;;;https://tour.giraffe360.com/55569b90d4364d05b480da62c9e8a24c/;Appartement   WiFi; Micro ondes  Location de linge
GÎTE L'ERDRE AU MOULIN;Meublés;1 Lieu-dit le moulin du Château;44440;JOUE-SUR-ERDRE;44077;47.49456;-1.40243;47.49456, -1.40243;;683829491;www.lerdreaumoulin.com;Maison Animal non accepté  Parc/jardin,WiFi;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Terrasse / Balcon,Toilettes séparées Equipement bébé,Lave linge,Lave vaisselle,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)
GÎTE AU BONHEUR DU JOUR;Meublés;1085 chemin du bout du bois;44370;LOIREAUXENCE;44213;47.4305282;-1.0703046;47.4305282, -1.0703046;;;;Maison Animal non accepté  Parc/jardin,Plan d'eau,WiFi;Entrée indépendante,Jardin indépendant,Parking,Terrain clos,Terrasse / Balcon,Toilettes séparées Cheminée,Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes 3 étoiles Location de draps,Option nettoyage
L'EFFET MER;Meublés;58 rue Commandant Gustave Gaté;44600;SAINT-NAZAIRE;44184;47.2761963;-2.2221272;47.2761963, -2.2221272;;06 31 23 75 49;;Appartement Animal admis  WiFi;Local vélo,Parking Equipement bébé,Micro ondes  Fourniture de draps (gratuit),Option nettoyage
PAQUEBOT DE RÊVE;Meublés;22 rue Jean Baudin;44600;SAINT-NAZAIRE;44184;47.2917651;-2.1960301;47.2917651, -2.1960301;;06 50 74 75 78;;Maison Animal non accepté  WiFi;Entrée indépendante,Parking,Sanitaires privés,Toilettes séparées Lave linge,Sèche linge,Lave vaisselle,Micro ondes Non classé 
CHAMBRE D'HOTES LA COMPAGNIE DES 5 MONDES;Chambres d'hôtes;8 rue de Trignac;44600;SAINT-NAZAIRE;44184;47.2903903;-2.1946418;47.2903903, -2.1946418;;06 98 03 42 11;www.lacompagniedes5mondes.fr;Appartement,Maison Animal non accepté  WiFi; Equipement bébé,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo
ALBATROS - ANANAS;Meublés;46 Allée des Albatros;44600;SAINT-NAZAIRE;44184;47.25901;-2.24421;47.25901, -2.24421;;;https://tour.giraffe360.com/000c504fc5bd40f394b54b287f15a04b/;Appartement Animal non accepté  WiFi;Entrée indépendante,Sanitaires privés Micro ondes  Fourniture de draps (gratuit)
S.C.I VAL D'ABLIAN;Meublés;1 Allée des Caraïbes;44600;SAINT-NAZAIRE;44184;47.27648;-2.20611;47.27648, -2.20611;;06 16 99 21 32;; Animal non accepté  ;Terrasse / Balcon Lave linge  
BEAU T3 FRONT DE MER ET PLAGE, PROX CENTRE VILLE;Meublés;22 rue marcel sembat;44600;SAINT-NAZAIRE;44184;47.2601586;-2.2247097;47.2601586, -2.2247097;;;;Appartement Animal non accepté  ;Entrée indépendante,Garage,Local vélo,Parking,Plain Pied,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Lave linge,Lave vaisselle Non classé Fourniture de draps (gratuit),Nettoyage (gratuit)
MEUBLÉ DE MADAME GOUPIL;Meublés;11 Rue du Presbytère;44117;SAINT-ANDRE-DES-EAUX;44151;47.31713;-2.31023;47.31713, -2.31023;;;;Maison   Parc/jardin,WiFi;Entrée indépendante,Garage,Jardin indépendant,Parking,Plain Pied,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Lave linge,Lave vaisselle,Micro ondes Non classé 
GÎTE MIDO;Chambres d'hôtes;;44360;CORDEMAIS;44045;47.291429;-1.876729;47.291429, -1.876729;;06 83 29 01 38;;Maison   Parc/jardin,WiFi;Entrée indépendante,Sanitaires privés,Toilettes séparées Equipement bébé Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage
GÎTE LA VILLA HEIDI;Meublés;;44540;VALLONS-DE-L'ERDRE;44180;47.5265;-1.18491;47.5265, -1.18491;;06 80 26 87 57;;   ;   
GÎTE LE PETIT PARADIS EN BORD D'ERDRE;Meublés;;44540;VALLONS-DE-L'ERDRE;44180;47.5265;-1.18491;47.5265, -1.18491;;06 80 26 87 57;;   ;   
L'ÉCURIE;Meublés;;44460;FEGREAC;44057;47.585943;-2.042368;47.585943, -2.042368;;;; Animal non accepté  ;   
MANOIR SAINTE MARIE;Meublés;;44750;CAMPBON;44025;47.392548;-1.9912779;47.392548, -1.9912779;;07 69 56 02 23;https://manoirsaintemarie.fr/;Maison   Parc/jardin,Plan d'eau;Entrée indépendante,Jardin indépendant,Parking,Toilettes séparées Cheminée,Equipement bébé,Lave vaisselle,Micro ondes Non classé Fourniture de draps (gratuit),Location de linge,Option nettoyage
Villa Océan;Chambres d'hôtes;1 allée de Port Creux;44420;LA TURBALLE;44211;47.35923;-2.52042;47.35923, -2.52042;;;http://www.villa-ocean.fr;Maison Animal non accepté  WiFi;Sanitaires privés,Terrasse / Balcon   
Le Jardin de Retz;Chambres d'hôtes;1 chemin des Mousseaux;44210;PORNIC;44131;47.11543;-2.10692;47.11543, -2.10692;;06 30 07 07 66;http://www.lejardinderetz.fr;Maison Animal non accepté  WiFi;Entrée indépendante,Parking,Terrasse / Balcon   
GITE LA HAYE FOUASSIERE MME BOUREAU M CHRISTINE;Meublés;1 impasse du Vieux Pressoir;44690;LA HAIE-FOUASSIERE;44070;47.1514683;-1.3987916;47.1514683, -1.3987916;;;;   ;   
DOMAINE DE LA RIMBERTIÈRE;Meublés;1 Lieu-dit La Rimbertière;44850;SAINT-MARS-DU-DESERT;44179;47.3669633;-1.4297293;47.3669633, -1.4297293;;06 31 48 63 06;;Châteaux et demeures de prestige Animal non accepté  Parc/jardin,Piscine,WiFi;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Toilettes séparées Cheminée,Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes En cours de classement Location de draps,Location de linge
L'APPARTEMENT DES TORTUES;Meublés;1 Rue d'Angers;44110;CHATEAUBRIANT;44036;47.71369;-1.3765;47.71369, -1.3765;;06 86 15 84 62;https://www.airbnb.fr/rooms/906576456056409953?source_impression_id=p3_1697204534_Rn%2BOob2MgbMEJVK5;   WiFi;Parking   
CHAMBRES D'HOTES ROULOTTE M. DURAND;Chambres d'hôtes;104 la noë;44190;SAINT-LUMINE-DE-CLISSON;44173;47.0694413;-1.3583155;47.0694413, -1.3583155;;;;   ;   
